name,group,per_g,kcal,protein_g,fat_g,carbs_g,fiber_g,Fe_mg,Ca_mg,VitD_IU,B12_ug,Folate_ug,Iodine_ug,K_mg,Mg_mg,flags,price_per_unit,source,version_date
cereals_ready_to_eat_malt_o_meal_oat_blenders_with_honey,other,100.0,0.0,6.78,4.17,0.0,5.0,27.0,23.0,3.3,0.0,1.66,0.0,200.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614287
cereals_ready_to_eat_post_honey_bunches_of_oats_with_cinnamon_bunches,other,100.0,0.0,7.1,5.0,0.0,5.8,28.0,36.0,3.3,0.0,1.7,0.0,184.0,46.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614304
cereals_ready_to_eat_post_honey_bunches_of_oats_with_vanilla_bunches,other,100.0,0.0,7.9,5.1,0.0,7.8,28.9,33.0,2.7,0.0,0.9,0.0,262.0,75.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614321
cereals_ready_to_eat_post_honey_bunches_of_oats_honey_roasted,other,100.0,0.0,7.12,5.46,0.0,4.2,34.8,23.0,4.6,0.0,2.64,0.0,209.0,50.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614337
cereals_ready_to_eat_post_honey_bunches_of_oats_pecan_bunches,other,100.0,0.0,7.0,5.4,0.0,5.2,15.5,19.0,3.4,0.0,1.7,0.0,177.0,36.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614354
cereals_ready_to_eat_post_honey_bunches_of_oats_with_real_strawberries,other,100.0,0.0,6.7,4.9,0.0,5.4,26.1,26.0,3.2,0.0,1.7,0.0,219.0,46.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614371
cereals_ready_to_eat_quaker_mothers_toasted_oat_bran_cereal,other,100.0,0.0,11.4,5.04,0.0,8.6,4.07,58.0,0.0,0.0,0.13,0.0,489.0,136.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614388
cereals_ready_to_eat_malt_o_meal_oat_blenders_with_honey_almonds,other,100.0,0.0,7.8,4.88,0.0,6.1,41.4,33.0,3.6,0.0,2.69,0.0,240.0,61.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614405
cereals_ready_to_eat_quaker_100_natural_granola_oats_wheat_and_honey,other,100.0,0.0,10.6,11.6,0.0,10.2,2.81,109.0,0.0,0.0,0.231,0.0,483.0,121.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614421
cereals_oats_instant_fortified_plain_prepared_with_water_boiling_water_added_or_microwaved,other,100.0,0.0,2.37,1.36,0.0,1.7,5.96,80.0,0.0,0.0,0.29,0.0,61.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614438
formulated_bar_mars_snackfood_us_snickers_marathon_honey_nut_oat_bar,other,100.0,0.0,22.5,7.87,0.0,11.0,18.2,0.0,4.5,0.0,4.52,0.0,0.0,317.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614456
cereals_ready_to_eat_quaker_quaker_100_natural_granola_with_oats_wheat_honey_and_raisins,other,100.0,0.0,9.66,10.4,0.0,9.4,2.69,101.0,0.0,0.0,0.229,0.0,501.0,110.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614473
cereals_oats_regular_and_quick_and_instant_unenriched_cooked_with_water_includes_boiling_and_microwaving_with_salt,other,100.0,0.0,2.54,1.52,0.0,1.7,0.9,9.0,0.0,0.0,0.005,0.0,70.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614489
flour_rice_brown,other,100.0,0.0,7.19,3.85,0.0,0.0,1.5,10.0,0.0,0.0,0.132,0.0,265.0,124.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614506
rice_brown_long_grain_unenriched_raw,other,100.0,0.0,7.25,3.31,0.0,3.02,1.24,8.06,0.0,0.0,0.161,0.0,250.0,115.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614524
beans_dry_brown_0_moisture,other,100.0,0.0,25.6,1.12,0.0,4.1,4.7,158.0,0.0,0.0,0.0,0.0,1580.0,158.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614542
flour_rice_glutinous,other,100.0,0.0,6.69,1.16,0.0,0.0,0.34,10.0,0.0,0.0,0.044,0.0,80.0,21.2,,0.0,MERGED(USDA),2025-09-04T23:25:50.614560
flour_rice_white_unenriched,other,100.0,0.0,6.94,1.3,0.0,0.5,0.22,6.0,0.0,0.0,0.052,0.0,75.0,22.9,,0.0,MERGED(USDA),2025-09-04T23:25:50.614577
rice_black_unenriched_raw,other,100.0,0.0,7.57,3.44,0.0,4.18,1.12,14.4,0.0,0.0,0.202,0.0,256.0,113.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614595
wild_rice_dry_raw,other,100.0,0.0,12.8,1.7,0.0,4.26,1.53,7.97,0.0,0.0,0.393,0.0,299.0,108.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614612
rice_red_unenriched_dry_raw,other,100.0,0.0,8.56,3.44,0.0,4.2,1.2,9.22,0.0,0.0,0.137,0.0,245.0,126.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614630
restaurant_chinese_fried_rice_without_meat,other,100.0,0.0,3.84,3.19,0.0,0.0,0.46,11.0,0.0,0.0,0.0,0.0,69.0,9.7,,0.0,MERGED(USDA),2025-09-04T23:25:50.614648
rice_white_long_grain_unenriched_raw,other,100.0,0.0,7.04,1.03,0.0,0.149,0.14,4.46,0.0,0.0,0.058,0.0,82.3,26.5,,0.0,MERGED(USDA),2025-09-04T23:25:50.614666
rice_flour_brown,other,100.0,0.0,7.23,2.78,0.0,4.6,1.98,11.0,0.0,0.0,0.736,0.0,289.0,112.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614685
snacks_rice_cakes_brown_rice_buckwheat,other,100.0,0.0,9.0,3.5,0.0,3.8,1.14,11.0,0.0,0.0,0.13,0.0,299.0,151.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614703
snacks_rice_cakes_brown_rice_corn,other,100.0,0.0,8.4,3.2,0.0,2.9,1.17,9.0,0.0,0.0,0.14,0.0,275.0,114.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614721
snacks_rice_cakes_brown_rice_multigrain,other,100.0,0.0,8.5,3.5,0.0,3.0,1.96,21.0,0.0,0.0,0.137,0.0,294.0,137.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614738
snacks_rice_cakes_brown_rice_rye,other,100.0,0.0,8.1,3.8,0.0,4.0,1.8,21.0,0.0,0.0,0.15,0.0,311.0,144.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614754
snacks_rice_cracker_brown_rice_plain,other,100.0,0.0,8.2,2.8,0.0,4.2,1.49,11.0,0.0,0.0,0.15,0.0,290.0,131.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614771
babyfood_peas_and_brown_rice,other,100.0,0.0,3.4,0.5,0.0,2.5,1.5,14.0,0.0,0.0,0.06,0.0,93.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614787
snacks_brown_rice_chips,other,100.0,0.0,8.2,2.8,0.0,4.2,1.49,11.0,0.0,0.0,0.15,0.0,290.0,131.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614804
snacks_rice_cakes_brown_rice_buckwheat_unsalted,other,100.0,0.0,9.0,3.5,0.0,0.0,1.14,11.0,0.0,0.0,0.13,0.0,299.0,151.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614821
snacks_rice_cakes_brown_rice_multigrain_unsalted,other,100.0,0.0,8.5,3.5,0.0,0.0,1.96,21.0,0.0,0.0,0.137,0.0,294.0,137.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614838
snacks_rice_cakes_brown_rice_plain_unsalted,other,100.0,0.0,8.2,2.8,0.0,4.2,1.49,11.0,0.0,0.0,0.15,0.0,290.0,131.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614854
snacks_rice_cakes_brown_rice_sesame_seed,other,100.0,0.0,7.6,3.8,0.0,5.4,1.58,12.0,0.0,0.0,0.155,0.0,290.0,136.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614871
babyfood_vegetable_and_brown_rice_strained,other,100.0,0.0,1.9,1.5,0.0,1.1,0.4,14.0,0.0,0.0,0.05,0.0,135.0,15.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614888
snacks_rice_cakes_brown_rice_sesame_seed_unsalted,other,100.0,0.0,7.6,3.8,0.0,0.0,1.58,12.0,0.0,0.0,0.155,0.0,290.0,136.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614905
babyfood_cereal_brown_rice_dry_instant,other,100.0,0.0,8.7,3.0,0.0,6.5,47.6,55.0,0.0,0.0,0.98,0.0,386.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614930
rice_brown_parboiled_cooked_uncle_bens,other,100.0,0.0,3.09,0.85,0.0,1.7,0.53,3.0,0.0,0.0,0.11,0.0,61.0,39.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614947
rice_brown_parboiled_dry_uncle_bens,other,100.0,0.0,7.6,2.75,0.0,3.5,1.16,8.0,0.0,0.0,0.407,0.0,219.0,98.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614966
pork_sausage_rice_links_brown_and_serve_cooked,other,100.0,0.0,13.7,37.6,0.0,0.0,1.12,15.0,0.9,0.0,0.2,0.0,212.0,14.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.614983
pasta_gluten_free_brown_rice_flour_cooked_tinkyada,other,100.0,0.0,3.46,1.67,0.0,1.7,0.53,5.0,0.0,0.0,0.075,0.0,25.0,36.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615000
bread_gluten_free_white_made_with_tapioca_starch_and_brown_rice_flour,other,100.0,0.0,5.4,8.02,0.0,5.5,0.53,59.0,0.0,0.0,0.095,0.0,107.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615017
sugars_brown,other,100.0,0.0,0.12,0.0,0.0,0.0,0.71,83.0,0.0,0.0,0.041,0.0,133.0,9.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615036
bread_gluten_free_whole_grain_made_with_tapioca_starch_and_brown_rice_flour,other,100.0,0.0,7.25,9.34,0.0,4.9,0.76,60.0,0.0,0.0,0.09,0.0,123.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615054
rice_brown_long_grain_cooked_includes_foods_for_usdas_food_distribution_program,other,100.0,0.0,2.74,0.97,0.0,1.6,0.56,3.0,0.0,0.0,0.123,0.0,86.0,39.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615071
rice_brown_long_grain_raw_includes_foods_for_usdas_food_distribution_program,other,100.0,0.0,7.54,3.2,0.0,3.6,1.29,9.0,0.0,0.0,0.477,0.0,250.0,116.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615088
rice_brown_medium_grain_cooked_includes_foods_for_usdas_food_distribution_program,other,100.0,0.0,2.32,0.83,0.0,1.8,0.53,10.0,0.0,0.0,0.149,0.0,79.0,44.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615106
rice_brown_medium_grain_raw_includes_foods_for_usdas_food_distribution_program,other,100.0,0.0,7.5,2.68,0.0,3.4,1.8,33.0,0.0,0.0,0.509,0.0,268.0,143.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615123
rolls_gluten_free_whole_grain_made_with_tapioca_starch_and_brown_rice_flour,other,100.0,0.0,11.8,11.6,0.0,11.2,1.64,118.0,0.0,0.0,0.0,0.0,273.0,96.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615142
rolls_gluten_free_white_made_with_brown_rice_flour_tapioca_starch_and_potato_starch,other,100.0,0.0,7.99,6.4,0.0,3.6,0.78,82.0,0.0,0.0,0.0,0.0,161.0,44.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615160
rolls_gluten_free_white_made_with_brown_rice_flour_tapioca_starch_and_sorghum_flour,other,100.0,0.0,5.65,8.2,0.0,2.9,0.89,41.0,0.0,0.0,0.14,0.0,165.0,42.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615178
dennys_hash_browns,other,100.0,0.0,2.49,8.99,0.0,2.7,0.56,17.0,0.0,0.0,0.203,0.0,416.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615196
gravy_brown_dry,other,100.0,0.0,10.7,9.61,0.0,2.0,1.72,132.0,0.0,0.0,0.1,0.0,262.0,34.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615214
mcdonalds_hash_brown,other,100.0,0.0,2.48,16.3,0.0,2.8,0.56,19.0,0.0,0.0,0.18,0.0,341.0,20.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615233
bread_boston_brown_canned,other,100.0,0.0,5.2,1.5,0.0,4.7,2.1,70.0,0.0,0.0,0.082,0.0,318.0,63.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615254
chick_fil_a_hash_browns,other,100.0,0.0,3.0,18.5,0.0,3.2,0.65,22.0,0.0,0.0,0.23,0.0,456.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615272
gravy_brown_instant_dry,other,100.0,0.0,8.53,11.8,0.0,3.2,7.4,116.0,0.0,0.0,0.282,0.0,367.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615291
rice_crackers,other,100.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.0,243.0,156.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615312
potatoes_hash_brown_home_prepared,other,100.0,0.0,3.0,12.5,0.0,3.2,0.55,14.0,0.0,0.0,0.472,0.0,576.0,35.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615333
rice_and_vermicelli_mix_rice_pilaf_flavor_unprepared,other,100.0,0.0,10.4,1.37,0.0,1.2,2.44,83.0,0.0,0.0,0.4,0.0,188.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615353
burger_king_hash_brown_rounds,other,100.0,0.0,2.8,19.3,0.0,2.3,0.71,15.0,0.0,0.0,0.187,0.0,364.0,20.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615374
mushrooms_brown_italian_or_crimini_raw,other,100.0,0.0,2.5,0.1,0.0,0.6,0.4,18.0,0.1,0.0,0.11,0.0,448.0,9.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615518
oil_coconut,other,100.0,0.0,0.0,99.1,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615612
olives_green_manzanilla_stuffed_with_pimiento,other,100.0,0.0,1.15,12.9,0.0,4.0,0.31,121.0,0.0,0.0,0.0,0.0,43.0,12.4,,0.0,MERGED(USDA),2025-09-04T23:25:50.615638
oil_corn_peanut_and_olive,other,100.0,0.0,0.0,100.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615658
oil_olive_salad_or_cooking,other,100.0,0.0,0.0,100.0,0.0,0.0,0.56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615746
mayonnaise_reduced_fat_with_olive_oil,other,100.0,0.0,0.37,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,31.0,2.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615803
oil_palm,other,100.0,0.0,0.0,100.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615839
olive_loaf_pork,other,100.0,0.0,11.8,16.5,0.0,0.0,0.54,109.0,1.1,0.0,0.23,0.0,297.0,19.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615868
butter_oil_anhydrous,other,100.0,0.0,0.28,99.5,0.0,0.0,0.0,4.0,0.0,0.0,0.001,0.0,5.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615973
fish_oil_sardine,other,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.615997
oil_rice_bran,other,100.0,0.0,0.0,100.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616015
olive_garden_lasagna_classico,other,100.0,0.0,11.3,10.8,0.0,1.6,0.75,211.0,0.0,0.0,0.0,0.0,258.0,22.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616035
fish_oil_cod_liver,other,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616053
oil_flaxseed_cold_pressed,other,100.0,0.0,0.11,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616071
oil_peanut_salad_or_cooking,other,100.0,0.0,0.0,100.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616088
bananas_overripe_raw,other,100.0,0.0,0.73,0.22,0.0,1.7,0.0,0.0,0.0,0.0,0.234,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616106
bananas_ripe_and_slightly_ripe_raw,other,100.0,0.0,0.74,0.29,0.0,1.7,0.0,5.0,0.0,0.0,0.209,0.0,326.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616123
bananas_dehydrated_or_banana_powder,other,100.0,0.0,3.89,1.81,0.0,9.9,1.15,22.0,0.0,0.0,0.44,0.0,1490.0,108.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616141
bananas_raw,other,100.0,0.0,1.09,0.33,0.0,2.6,0.26,5.0,0.0,0.0,0.367,0.0,358.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616158
melon_banana_navajo,other,100.0,0.0,0.84,0.2,0.0,0.3,0.21,13.0,0.0,0.0,0.05,0.0,140.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616175
pepper_banana_raw,other,100.0,0.0,1.66,0.45,0.0,3.4,0.46,14.0,0.0,0.0,0.357,0.0,256.0,17.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616193
snacks_banana_chips,other,100.0,0.0,2.3,33.6,0.0,7.7,1.25,18.0,0.0,0.0,0.26,0.0,536.0,76.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616210
babyfood_apple_banana_juice,other,100.0,0.0,0.2,0.1,0.0,0.2,0.2,7.0,0.0,0.0,0.06,0.0,123.0,6.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616227
babyfood_banana_no_tapioca_strained,other,100.0,0.0,1.0,0.2,0.0,1.6,0.3,4.0,0.0,0.0,0.26,0.0,290.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616310
babyfood_juice_orange_and_banana,other,100.0,0.0,0.7,0.1,0.0,0.0,0.11,17.0,0.0,0.0,0.054,0.0,200.0,14.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616332
babyfood_banana_apple_dessert_strained,other,100.0,0.0,0.3,0.2,0.0,1.0,0.1,3.0,0.0,0.0,0.06,0.0,71.0,8.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616374
babyfood_banana_with_mixed_berries_strained,other,100.0,0.0,1.01,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.257,0.0,283.0,23.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616455
babyfood_cereal_mixed_with_bananas_dry,other,100.0,0.0,10.7,4.6,0.0,7.8,47.5,696.0,0.0,0.0,0.408,0.0,668.0,90.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616476
babyfood_cereal_oatmeal_with_bananas_dry,other,100.0,0.0,6.67,6.67,0.0,5.2,45.0,800.0,0.0,0.0,0.66,0.0,600.0,118.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616493
babyfood_cereal_rice_with_bananas_dry,other,100.0,0.0,8.7,4.2,0.0,1.0,47.5,691.0,0.0,0.0,0.686,0.0,769.0,141.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616509
babyfood_dessert_banana_pudding_strained,other,100.0,0.0,1.0,0.8,0.0,0.8,0.3,11.0,0.1,0.0,0.13,0.0,90.0,5.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616526
babyfood_dessert_banana_yogurt_strained,other,100.0,0.0,1.1,0.52,0.0,0.5,0.14,30.0,0.0,0.0,0.08,0.0,100.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616546
babyfood_fruit_applesauce_with_banana_junior,other,100.0,0.0,0.37,0.1,0.0,1.6,0.24,5.0,0.0,0.0,0.1,0.0,131.0,9.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616563
babyfood_fruit_banana_and_strawberry_junior,other,100.0,0.0,0.71,0.37,0.0,1.4,0.14,0.0,0.0,0.0,0.395,0.0,395.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616582
babyfood_fruit_bananas_with_tapioca_junior,other,100.0,0.0,0.4,0.2,0.0,1.6,0.3,8.0,0.0,0.0,0.139,0.0,108.0,12.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616627
babyfood_fruit_bananas_with_tapioca_strained,other,100.0,0.0,0.4,0.1,0.0,1.6,0.2,5.0,0.0,0.0,0.115,0.0,88.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616667
babyfood_gerber_banana_with_orange_medley,other,100.0,0.0,1.06,0.0,0.0,2.1,0.23,0.0,0.0,0.0,0.232,0.0,265.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616700
babyfood_juice_orange_and_apple_and_banana,other,100.0,0.0,0.4,0.1,0.0,0.1,0.35,5.0,0.0,0.0,0.062,0.0,134.0,6.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616730
babyfood_plums_bananas_and_rice_strained,other,100.0,0.0,1.1,0.3,0.0,1.3,0.0,3.0,0.0,0.0,0.13,0.0,265.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616780
puddings_banana_dry_mix_instant,other,100.0,0.0,0.0,0.6,0.0,0.0,0.12,6.0,0.0,0.0,0.001,0.0,15.0,2.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616809
puddings_banana_dry_mix_regular,other,100.0,0.0,0.0,0.4,0.0,0.3,0.05,20.0,0.0,0.0,0.0,0.0,17.0,8.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616828
silk_banana_strawberry_soy_yogurt,other,100.0,0.0,2.35,1.18,0.0,0.6,0.64,176.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616847
babyfood_banana_juice_with_low_fat_yogurt,other,100.0,0.0,2.5,0.8,0.0,0.4,0.2,79.0,0.0,0.0,0.12,0.0,160.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616864
babyfood_cereal_mixed_with_applesauce_and_bananas_strained,other,100.0,0.0,0.71,0.51,0.0,1.0,6.81,91.0,0.0,0.0,0.101,0.0,111.0,7.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616885
babyfood_cereal_oatmeal_with_applesauce_and_bananas_strained,other,100.0,0.0,0.89,0.89,0.0,0.9,7.5,6.0,0.0,0.0,0.089,0.0,97.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616902
babyfood_cereal_rice_with_applesauce_and_bananas_strained,other,100.0,0.0,1.2,0.4,0.0,1.0,6.73,17.0,0.0,0.0,0.234,0.0,28.0,3.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616919
babyfood_fruit_bananas_and_pineapple_with_tapioca_junior,other,100.0,0.0,0.2,0.1,0.0,1.6,0.13,7.0,0.0,0.0,0.092,0.0,78.0,6.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616936
babyfood_fruit_bananas_and_pineapple_with_tapioca_strained,other,100.0,0.0,0.2,0.0,0.0,1.6,0.23,7.0,0.0,0.0,0.082,0.0,68.0,6.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616953
babyfood_fruit_bananas_with_apples_and_pears_strained,other,100.0,0.0,0.9,0.22,0.0,1.4,0.3,5.0,0.0,0.0,0.29,0.0,233.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616969
beverages_v8_splash_smoothies_strawberry_banana,other,100.0,0.0,1.22,0.0,0.0,0.0,0.15,41.0,0.0,0.0,0.082,0.0,24.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.616987
fruit_juice_smoothie_odwalla_strawberry_banana,other,100.0,0.0,0.5,0.32,0.0,0.6,0.2,10.0,0.0,0.0,0.065,0.0,201.0,14.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617004
pie_banana_cream_prepared_from_recipe,other,100.0,0.0,4.4,13.6,0.0,0.7,1.04,75.0,0.8,0.0,0.133,0.0,165.0,16.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617022
babyfood_cereal_mixed_with_applesauce_and_bananas_junior_fortified,other,100.0,0.0,0.71,0.51,0.0,1.0,6.81,91.0,0.0,0.0,0.101,0.0,111.0,7.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617042
babyfood_cereal_mixed_with_bananas_prepared_with_whole_milk,other,100.0,0.0,3.82,3.46,0.0,0.4,3.63,153.0,1.2,0.0,0.065,0.0,178.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617060
babyfood_cereal_oatmeal_with_applesauce_and_bananas_junior_fortified,other,100.0,0.0,0.89,0.89,0.0,0.9,7.5,6.0,0.0,0.0,0.089,0.0,97.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617077
babyfood_cereal_oatmeal_with_bananas_prepared_with_whole_milk,other,100.0,0.0,3.82,3.46,0.0,0.4,3.63,153.0,1.2,0.0,0.104,0.0,178.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617095
babyfood_cereal_rice_with_bananas_prepared_with_whole_milk,other,100.0,0.0,3.57,3.32,0.0,0.1,3.63,156.0,1.2,0.0,0.085,0.0,180.0,20.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617113
beverages_v8_splash_juice_drinks_strawberry_banana,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617168
beverages_v8_v_fusion_juices_strawberry_banana,other,100.0,0.0,0.41,0.0,0.0,0.0,0.15,8.0,0.0,0.0,0.016,0.0,102.0,7.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617188
bread_banana_prepared_from_recipe_made_with_margarine,other,100.0,0.0,4.3,10.5,0.0,1.1,1.4,21.0,0.0,0.0,0.15,0.0,134.0,14.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617205
cereals_quaker_instant_oatmeal_banana_bread_dry,other,100.0,0.0,8.97,4.85,0.0,6.7,10.1,277.0,0.0,0.0,1.14,0.0,287.0,92.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617223
fruit_juice_smoothie_bolthouse_farms_strawberry_banana,other,100.0,0.0,0.44,0.3,0.0,0.6,0.32,11.0,0.0,0.0,0.075,0.0,184.0,13.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617240
fruit_juice_smoothie_naked_juice_strawberry_banana,other,100.0,0.0,0.48,0.27,0.0,0.6,0.2,10.0,0.0,0.0,0.115,0.0,201.0,14.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617258
